,index,date,content,renderedContent,hashtags,likeCount,location
2861,2895,2020-08-09 17:24:21+00:00,"Sunday Lunch with cafecito Cubano. #hialeahstyle #workingfromhome #sundaylunch #ilovecubancoffee #stayhome #beatcovid19 #hialeah #lafamilia @ Hialeah, Florida https://t.co/86QsmkKFz7","Sunday Lunch with cafecito Cubano. #hialeahstyle #workingfromhome #sundaylunch #ilovecubancoffee #stayhome #beatcovid19 #hialeah #lafamilia @ Hialeah, Florida instagram.com/p/CDrUSouJl4P8…","('hialeahstyle', 'workingfromhome', 'sundaylunch', 'ilovecubancoffee', 'stayhome', 'beatcovid19', 'hialeah', 'lafamilia')",0,Miami
2862,2896,2020-08-04 02:17:31+00:00,‘Pandemic pods’ gaining popularity as #parents seek help with #distancelearning https://t.co/11WVRMYqiR #pandemicpods #podschool @pandemicpods @stateofkid #education #educators #workingparents #EssentialWorkers #workingfromhome #learningpod #tutors #childcare,‘Pandemic pods’ gaining popularity as #parents seek help with #distancelearning local10.com/news/local/202… #pandemicpods #podschool @pandemicpods @stateofkid #education #educators #workingparents #EssentialWorkers #workingfromhome #learningpod #tutors #childcare,"('parents', 'distancelearning', 'pandemicpods', 'podschool', 'education', 'educators', 'workingparents', 'EssentialWorkers', 'workingfromhome', 'learningpod', 'tutors', 'childcare')",1,Miami
2863,2897,2020-09-17 20:23:54+00:00,"My last 6 months in a nutshell.
.
@subway for #lunch and never-ending @zoom meetings. #AgencyLife
.
.
#advertising #marketing #workingfromhome #workinglunch #subway #sandwich #coronalife #zoom #miami @ Miami, Florida https://t.co/YJx7xptMvD","My last 6 months in a nutshell.
.
@subway for #lunch and never-ending @zoom meetings. #AgencyLife
.
.
#advertising #marketing #workingfromhome #workinglunch #subway #sandwich #coronalife #zoom #miami @ Miami, Florida instagram.com/p/CFQD1xLhXlx/…","('lunch', 'AgencyLife', 'advertising', 'marketing', 'workingfromhome', 'workinglunch', 'subway', 'sandwich', 'coronalife', 'zoom', 'miami')",0,Miami
2864,2898,2020-09-01 00:38:21+00:00,Agreed. 🙏 + #workingfromhome parents + #learningpod instructors + #distancelearning #daycamp #smallbusiness owners + #tutors + #childcare providers + organizations like @BGCMia helping #workingparents  💪 All key #community #stakeholders * #InThisTogether https://t.co/pWbySdoTqq https://t.co/rrjoseXTWF,Agreed. 🙏 + #workingfromhome parents + #learningpod instructors + #distancelearning #daycamp #smallbusiness owners + #tutors + #childcare providers + organizations like @BGCMia helping #workingparents  💪 All key #community #stakeholders * #InThisTogether local10.com/news/local/202… twitter.com/docstevegallon…,"('workingfromhome', 'learningpod', 'distancelearning', 'daycamp', 'smallbusiness', 'tutors', 'childcare', 'workingparents', 'community', 'stakeholders', 'InThisTogether')",1,Miami
2865,2899,2021-01-17 22:51:10+00:00,"New welcome packs come with a water bottle so you can drink your slim and water throughout the day. 
Let me help you get started in choosing a welcome pack for what you need and a discount. 

#guthealth #loseweight #Health #miami #workingfromhome #EatingWell #howtoloseweightwell https://t.co/CBr1hG2AMj","New welcome packs come with a water bottle so you can drink your slim and water throughout the day. 
Let me help you get started in choosing a welcome pack for what you need and a discount. 

#guthealth #loseweight #Health #miami #workingfromhome #EatingWell #howtoloseweightwell https://t.co/CBr1hG2AMj","('guthealth', 'loseweight', 'Health', 'miami', 'workingfromhome', 'EatingWell', 'howtoloseweightwell')",0,Miami
2866,2900,2021-03-01 00:05:31+00:00,Close Day Hustle #bossbabe #blackwomeninbusiness #workingfromhome #homebasedbusiness #BlackOwnedBusiness #blackarbonneconsultant https://t.co/jf3V9taCfE,Close Day Hustle #bossbabe #blackwomeninbusiness #workingfromhome #homebasedbusiness #BlackOwnedBusiness #blackarbonneconsultant https://t.co/jf3V9taCfE,"('bossbabe', 'blackwomeninbusiness', 'workingfromhome', 'homebasedbusiness', 'BlackOwnedBusiness', 'blackarbonneconsultant')",1,Miami
2867,2901,2021-06-27 00:34:49+00:00,"Where is more productive? #workingfromhome #working -#home @ Miramar, Florida https://t.co/cIfbrV5ewj","Where is more productive? #workingfromhome #working -#home @ Miramar, Florida instagram.com/p/CQmouL6BUGU/…","('workingfromhome', 'working', 'home')",0,Miami
2868,2902,2021-06-24 14:21:44+00:00,🌎 #Gartner: 51% of global knowledge workers will be #remote by the end of 2021! https://t.co/kCcO4tnkO3 via @techrepublic #remotejobs #remoteworking #futureofwork #workingfromhome @blairplez @zkerravala @DaveMichels @tnatw,🌎 #Gartner: 51% of global knowledge workers will be #remote by the end of 2021! tek.io/3xHvjDZ via @techrepublic #remotejobs #remoteworking #futureofwork #workingfromhome @blairplez @zkerravala @DaveMichels @tnatw,"('Gartner', 'remote', 'remotejobs', 'remoteworking', 'futureofwork', 'workingfromhome')",6,Miami
2869,2903,2021-07-26 00:29:00+00:00,Adding to the stress: some employers are transitioning workers back to the work place. Some #workingmoms who had a jobs that allow for #remotework already asking employers if can continue #workingfromhome as plan ahead for anticipated #covid19 learning disruptions. #virtualschool,Adding to the stress: some employers are transitioning workers back to the work place. Some #workingmoms who had a jobs that allow for #remotework already asking employers if can continue #workingfromhome as plan ahead for anticipated #covid19 learning disruptions. #virtualschool,"('workingmoms', 'remotework', 'workingfromhome', 'covid19', 'virtualschool')",0,Miami
2870,2904,2021-11-04 17:53:47+00:00,How do #OSHA’s new #vaccine/#testing/#mask federal rules impact employers with employees #workingfromhome? ▶️ Unpacking the newly released federal rules re: #privatesector policy choices for companies with 100+ employees with employment attorney Michael Elkins @melkins31175. https://t.co/zKoNoKRfqn https://t.co/MXO3cP4Jae,How do #OSHA’s new #vaccine/#testing/#mask federal rules impact employers with employees #workingfromhome? ▶️ Unpacking the newly released federal rules re: #privatesector policy choices for companies with 100+ employees with employment attorney Michael Elkins @melkins31175. twitter.com/CBoomerVazquez… https://t.co/MXO3cP4Jae,"('OSHA', 'vaccine', 'testing', 'mask', 'workingfromhome', 'privatesector')",2,Miami
2871,2905,2020-03-31 22:42:38+00:00,"Not working from home so we can bring you the news of the day #notworkingfromhome #workingfromhome #wgn #wgnnews #wgntv @ North Center, Chicago https://t.co/koXN9Tt0F1","Not working from home so we can bring you the news of the day #notworkingfromhome #workingfromhome #wgn #wgnnews #wgntv @ North Center, Chicago instagram.com/p/B-aklD0D4Ue/…","('notworkingfromhome', 'workingfromhome', 'wgn', 'wgnnews', 'wgntv')",0,Chicago
2872,2906,2020-03-31 20:30:32+00:00,Working from home in Quarantine #suiteornosuite #stephencolbert #workingfromhome #quarantine #quarantinelife #zoom #zoommeeting #stayhome #stayathomechallenge #staypositive #staythefuckhome #humor #homeoffice #bored… https://t.co/hz6Sa4ItSR,Working from home in Quarantine #suiteornosuite #stephencolbert #workingfromhome #quarantine #quarantinelife #zoom #zoommeeting #stayhome #stayathomechallenge #staypositive #staythefuckhome #humor #homeoffice #bored… instagram.com/p/B-aUnN3BktI/…,"('suiteornosuite', 'stephencolbert', 'workingfromhome', 'quarantine', 'quarantinelife', 'zoom', 'zoommeeting', 'stayhome', 'stayathomechallenge', 'staypositive', 'staythefuckhome', 'humor', 'homeoffice', 'bored')",0,Chicago
2873,2908,2020-03-30 15:37:07+00:00,Thinking about taking requests for custom artwork with all the free time I have now that I'm #workingfromhome for the foreseeable future. Check out some the stuff I've done for my self over the years and DM me if interested! https://t.co/RGBBRI6Vfy,Thinking about taking requests for custom artwork with all the free time I have now that I'm #workingfromhome for the foreseeable future. Check out some the stuff I've done for my self over the years and DM me if interested! https://t.co/RGBBRI6Vfy,"('workingfromhome',)",0,Chicago
2874,2909,2020-03-28 15:39:45+00:00,"This is great. Kinda the mullet analogy for working at home ""Business up front, Party in the back"" #workingfromhome #WorkFromHome
#MulletMadness https://t.co/mqWJjvlj3k","This is great. Kinda the mullet analogy for working at home ""Business up front, Party in the back"" #workingfromhome #WorkFromHome
#MulletMadness cbsnews.com/amp/news/coron…","('workingfromhome', 'WorkFromHome', 'MulletMadness')",1,Chicago
2875,2910,2020-03-27 20:38:53+00:00,Not sure which day I last ate lunch 😳 #WorkingFromHome,Not sure which day I last ate lunch 😳 #WorkingFromHome,"('WorkingFromHome',)",2,Chicago
2876,2911,2020-03-26 18:53:03+00:00,"Lunch time walk in #Uptown 😁😁 #socialdistancing #emptystreets #workingfromhome @ Uptown, Chicago https://t.co/nXkvnfaMvv","Lunch time walk in #Uptown 😁😁 #socialdistancing #emptystreets #workingfromhome @ Uptown, Chicago instagram.com/p/B-NSVOqplzL/…","('Uptown', 'socialdistancing', 'emptystreets', 'workingfromhome')",1,Chicago
2877,2912,2020-03-26 16:58:00+00:00,"#workfromhome #workingfromhome #pomsky #fiance @ Uptown, Chicago https://t.co/fxvZpNofrh","#workfromhome #workingfromhome #pomsky #fiance @ Uptown, Chicago instagram.com/p/B-NFKgbgVcc/…","('workfromhome', 'workingfromhome', 'pomsky', 'fiance')",0,Chicago
2878,2913,2020-03-25 13:02:20+00:00,"Thank you @CacaoBarry_ENG https://t.co/d20Dtt3dZI for the box of chocolate love!  I always wondered what working from home is like!
.
.
.
.
#pastry #pastrychef #chocolate #workingfromhome #chocolatecureseverything @… https://t.co/BvzV4cAFGX","Thank you @CacaoBarry_ENG barrycallebaut.group for the box of chocolate love!  I always wondered what working from home is like!
.
.
.
.
#pastry #pastrychef #chocolate #workingfromhome #chocolatecureseverything @… instagram.com/p/B-KFZtNFqBa/…","('pastry', 'pastrychef', 'chocolate', 'workingfromhome', 'chocolatecureseverything')",0,Chicago
2879,2914,2020-03-24 18:55:47+00:00,Working or taking classes from home? Tag us in pics of your animal coworkers/classmates! @anticruelty #anticrueltysociety #workingfromhome #workingfromhomeperks #workingfromhomewithpets #petsandonlineclasses… https://t.co/inkpVCtV8N,Working or taking classes from home? Tag us in pics of your animal coworkers/classmates! @anticruelty #anticrueltysociety #workingfromhome #workingfromhomeperks #workingfromhomewithpets #petsandonlineclasses… instagram.com/p/B-IJDcqJypP/…,"('anticrueltysociety', 'workingfromhome', 'workingfromhomeperks', 'workingfromhomewithpets', 'petsandonlineclasses')",4,Chicago
2880,2916,2020-03-24 14:37:09+00:00,I miss being able to work out of a coffee shop. There’s no one in my place that looks trustworthy enough to watch my stuff while I go to the bathroom. #workingfromhome,I miss being able to work out of a coffee shop. There’s no one in my place that looks trustworthy enough to watch my stuff while I go to the bathroom. #workingfromhome,"('workingfromhome',)",12,Chicago
2881,2917,2020-03-23 18:47:59+00:00,Week two of *not working from home starts right now! #notworkingfromhome #workingfromhome #workfromhome #cta #ctaredline #morsestation #rogerspark #tvnews #wgnnews #wgntv #chicagotv #tvinchicago #startsrightnow @… https://t.co/ukrFjUINwQ,Week two of *not working from home starts right now! #notworkingfromhome #workingfromhome #workfromhome #cta #ctaredline #morsestation #rogerspark #tvnews #wgnnews #wgntv #chicagotv #tvinchicago #startsrightnow @… instagram.com/p/B-FjXl9lmB3/…,"('notworkingfromhome', 'workingfromhome', 'workfromhome', 'cta', 'ctaredline', 'morsestation', 'rogerspark', 'tvnews', 'wgnnews', 'wgntv', 'chicagotv', 'tvinchicago', 'startsrightnow')",0,Chicago
2882,2918,2020-03-23 18:01:18+00:00,"More #socialdistancing plantbased cooking. Grits with sauteed tofurky and avocado. #BlackVegan #meatlessmama #workingfromhome @ Chicago, Illinois https://t.co/HBbkRZWB9a","More #socialdistancing plantbased cooking. Grits with sauteed tofurky and avocado. #BlackVegan #meatlessmama #workingfromhome @ Chicago, Illinois instagram.com/p/B-FeBmTHKWD/…","('socialdistancing', 'BlackVegan', 'meatlessmama', 'workingfromhome')",6,Chicago
2883,2919,2020-03-23 00:42:06+00:00,"He literally ruined everything.

Well, not everything. That's hyperbole. Just everything on Earth.

#Trump #COVIDー19 
#economy #sports #goingoutside #birthdayparties #movies #church #usingtoiletpaper #workingfromhome #restaurants #vacations #school #401ks https://t.co/KeFawaZ4xN","He literally ruined everything.

Well, not everything. That's hyperbole. Just everything on Earth.

#Trump #COVIDー19 
#economy #sports #goingoutside #birthdayparties #movies #church #usingtoiletpaper #workingfromhome #restaurants #vacations #school #401ks https://t.co/KeFawaZ4xN","('Trump', 'COVIDー19', 'economy', 'sports', 'goingoutside', 'birthdayparties', 'movies', 'church', 'usingtoiletpaper', 'workingfromhome', 'restaurants', 'vacations', 'school', '401ks')",2,Chicago
2884,2920,2020-03-20 18:05:48+00:00,"I'm going to go live on my Facebook business page later today with ideas for what to do while you're stuck at home, tips for music entrepreneurs to make it though all this, and general tips for saving money for those who are interested. 
https://t.co/hqRwv5C1ZH #workingfromhome https://t.co/qUndCys81R","I'm going to go live on my Facebook business page later today with ideas for what to do while you're stuck at home, tips for music entrepreneurs to make it though all this, and general tips for saving money for those who are interested. 
facebook.com/philcircle #workingfromhome https://t.co/qUndCys81R","('workingfromhome',)",0,Chicago
2885,2921,2020-03-20 17:11:21+00:00,"Meet the office staff: 
#WorkingFromHomeLife #workingfromhome https://t.co/s5BV0tnsCu","Meet the office staff: 
#WorkingFromHomeLife #workingfromhome https://t.co/s5BV0tnsCu","('WorkingFromHomeLife', 'workingfromhome')",2,Chicago
2886,2922,2020-03-20 14:27:56+00:00,"K.K. says leaving the house for selfish reasons is irresponsible &amp; putting others at risk is totally whack. Call your loved ones, make some pizza, &amp; enjoy the little things where you can.

#listenup #happyfriday #workingfromhome #kkslider #animalcrossing #newhorizons #nintendo https://t.co/27W68KLn4d","K.K. says leaving the house for selfish reasons is irresponsible &amp; putting others at risk is totally whack. Call your loved ones, make some pizza, &amp; enjoy the little things where you can.

#listenup #happyfriday #workingfromhome #kkslider #animalcrossing #newhorizons #nintendo https://t.co/27W68KLn4d","('listenup', 'happyfriday', 'workingfromhome', 'kkslider', 'animalcrossing', 'newhorizons', 'nintendo')",19,Chicago
2887,2923,2020-03-19 22:04:13+00:00,"Might switch 👩🏻‍💻 from the living room to the bedroom... to spice things up

Which room are you most productive in??

#WorkingFromHome #StaySafeStayHome","Might switch 👩🏻‍💻 from the living room to the bedroom... to spice things up

Which room are you most productive in??

#WorkingFromHome #StaySafeStayHome","('WorkingFromHome', 'StaySafeStayHome')",17,Chicago
2888,2924,2020-03-19 14:59:03+00:00,What I’ve learned so far #workingfromhome: We don’t have enough spoons. We have too many coffee mugs.,What I’ve learned so far #workingfromhome: We don’t have enough spoons. We have too many coffee mugs.,"('workingfromhome',)",2,Chicago
2889,2925,2020-03-18 22:54:41+00:00,"We started a mix series, since many are stuck inside. Let's keep the music going.
https://t.co/jU9tz9JwMU
#covıd19 #coronavirus #mixcloud #mixseries #workingfromhome #housemusic #chicagohousemusic #5inconetwork #5inco #cinconetwork https://t.co/MmanY7VSA3","We started a mix series, since many are stuck inside. Let's keep the music going.
m.mixcloud.com/RickPlayer/
#covıd19 #coronavirus #mixcloud #mixseries #workingfromhome #housemusic #chicagohousemusic #5inconetwork #5inco #cinconetwork https://t.co/MmanY7VSA3","('covıd19', 'coronavirus', 'mixcloud', 'mixseries', 'workingfromhome', 'housemusic', 'chicagohousemusic', '5inconetwork', '5inco', 'cinconetwork')",0,Chicago
2890,2927,2020-03-18 18:15:24+00:00,"Sanity/#mentalhealth hack: Ambient music. This one has water in it, too. Sit back for 4.5 mins &amp; chill. Works wonders. Pass along &amp; drop other ambient links👇 https://t.co/r0ZlZcvwj9 #WednesdayWisdom #workingfromhome #COVID19 #QuarantineLife #CoronaVirusChallenge #selfquarantine","Sanity/#mentalhealth hack: Ambient music. This one has water in it, too. Sit back for 4.5 mins &amp; chill. Works wonders. Pass along &amp; drop other ambient links👇 youtu.be/xi7tQEtvid4 #WednesdayWisdom #workingfromhome #COVID19 #QuarantineLife #CoronaVirusChallenge #selfquarantine","('mentalhealth', 'WednesdayWisdom', 'workingfromhome', 'COVID19', 'QuarantineLife', 'CoronaVirusChallenge', 'selfquarantine')",1,Chicago
2891,2928,2020-03-18 17:36:33+00:00,"Now while the useless corporate class works from home, we are completely dependent on the “unskilled” laborers who are holding our society together. Anyone still working deserves to get hazard pay at this time. #HazardPay #workingfromhome","Now while the useless corporate class works from home, we are completely dependent on the “unskilled” laborers who are holding our society together. Anyone still working deserves to get hazard pay at this time. #HazardPay #workingfromhome","('HazardPay', 'workingfromhome')",1,Chicago
2892,2929,2020-03-18 16:49:01+00:00,"Me in every conference call 
#workingfromhome https://t.co/4Dxl9jjtNt","Me in every conference call 
#workingfromhome https://t.co/4Dxl9jjtNt","('workingfromhome',)",1,Chicago
2893,2930,2020-03-18 13:24:47+00:00,"As I work from home, all the news channels keep talking about the C word. Finally turned off the tv, turned on @1035KISSFM app, and I was instantly put in a better mood. Thanks for making me laugh @AngiTaylorKISS @fredonair. #Quarantine #workingfromhome","As I work from home, all the news channels keep talking about the C word. Finally turned off the tv, turned on @1035KISSFM app, and I was instantly put in a better mood. Thanks for making me laugh @AngiTaylorKISS @fredonair. #Quarantine #workingfromhome","('Quarantine', 'workingfromhome')",4,Chicago
2894,2931,2020-03-18 05:48:09+00:00,"Get through the day #workingfromhome !

#momlife #COVID2019 #mommyblogger #health #wellness #chicago #staysafe https://t.co/xEk8Fc4f9j","Get through the day #workingfromhome !

#momlife #COVID2019 #mommyblogger #health #wellness #chicago #staysafe twitter.com/RealSimple/sta…","('workingfromhome', 'momlife', 'COVID2019', 'mommyblogger', 'health', 'wellness', 'chicago', 'staysafe')",1,Chicago
2895,2932,2020-03-18 03:42:24+00:00,"Los Angeles
#LA #workingfromhome

Detailed pictures &amp; story ➡️ https://t.co/la4bFfFsvN https://t.co/tHAPRRKV9m","Los Angeles
#LA #workingfromhome

Detailed pictures &amp; story ➡️ instagram.com/p/B92vb1MhWpc/… https://t.co/tHAPRRKV9m","('LA', 'workingfromhome')",3,Chicago
2896,2933,2020-03-18 01:32:54+00:00,My brother just said The #coronavirus is gonna find me with this bright ass sweater. 🙄 #COVID19 #workingfromhome https://t.co/ivbJAIKUT3,My brother just said The #coronavirus is gonna find me with this bright ass sweater. 🙄 #COVID19 #workingfromhome https://t.co/ivbJAIKUT3,"('coronavirus', 'COVID19', 'workingfromhome')",0,Chicago
2897,2934,2020-03-18 01:17:28+00:00,Hubby and are both working from home this week. And one of us is really loud on conference calls. Both still alive. It’s Tuesday. #workingfromhome,Hubby and are both working from home this week. And one of us is really loud on conference calls. Both still alive. It’s Tuesday. #workingfromhome,"('workingfromhome',)",0,Chicago
2898,2935,2020-03-17 21:39:10+00:00,"If it wasn't for Frozen 2, I would not get anything done. Thank you @disney. #workingfromhome #toddlers #StayHome","If it wasn't for Frozen 2, I would not get anything done. Thank you @disney. #workingfromhome #toddlers #StayHome","('workingfromhome', 'toddlers', 'StayHome')",1,Chicago
2899,2936,2020-03-17 15:13:42+00:00,"Honorary @DigitalNewberry team member is reporting for duty. She has a lot to say about #Wikipedia, #workingfromhome #stayhomechallenge &amp; #crowdsourcing She also says it’s break time. https://t.co/HYhXG10A8S","Honorary @DigitalNewberry team member is reporting for duty. She has a lot to say about #Wikipedia, #workingfromhome #stayhomechallenge &amp; #crowdsourcing She also says it’s break time. https://t.co/HYhXG10A8S","('Wikipedia', 'workingfromhome', 'stayhomechallenge', 'crowdsourcing')",10,Chicago
2900,2937,2020-03-16 23:58:13+00:00,It started with this toilet paper aisle at Target on Friday. It continued with the month that was Monday. It is continuing until at least April 6th. Please send help. #workingfromhome https://t.co/pMQMPUUSOw,It started with this toilet paper aisle at Target on Friday. It continued with the month that was Monday. It is continuing until at least April 6th. Please send help. #workingfromhome https://t.co/pMQMPUUSOw,"('workingfromhome',)",0,Chicago
2901,2938,2020-03-16 22:09:11+00:00,Thank you @RobinNYC for all you do to keep us sane! #workingfromhome,Thank you @RobinNYC for all you do to keep us sane! #workingfromhome,"('workingfromhome',)",0,Chicago
2902,2939,2020-03-16 14:31:12+00:00,"Keeping me company #animalfriends #cats #catsofinstagram #melvin #workingfromhome #covid_19 @ Chicago, Illinois https://t.co/AeZjikGJeN","Keeping me company #animalfriends #cats #catsofinstagram #melvin #workingfromhome #covid_19 @ Chicago, Illinois instagram.com/p/B9zEauuloYU/…","('animalfriends', 'cats', 'catsofinstagram', 'melvin', 'workingfromhome', 'covid_19')",0,Chicago
2903,2940,2020-03-16 03:33:47+00:00,You don’t have to wash your hair tomorrow. #workingfromhome,You don’t have to wash your hair tomorrow. #workingfromhome,"('workingfromhome',)",2,Chicago
2904,2941,2020-03-15 19:29:00+00:00,#workingfromhome with a 3-year old: “I pressed the little buttons on the computer and made your work go away.” 😬,#workingfromhome with a 3-year old: “I pressed the little buttons on the computer and made your work go away.” 😬,"('workingfromhome',)",29,Chicago
2905,2942,2020-03-14 13:19:39+00:00,"@WindyWendy30 I’m just gonna try to hit ‘em first thing Monday morning when people are still working. Yes, that’s a luxury #selfemployed #workingfromhome","@WindyWendy30 I’m just gonna try to hit ‘em first thing Monday morning when people are still working. Yes, that’s a luxury #selfemployed #workingfromhome","('selfemployed', 'workingfromhome')",2,Chicago
2906,2943,2020-03-13 19:12:12+00:00,Realized that I'll never experience #workingfromhome,Realized that I'll never experience #workingfromhome,"('workingfromhome',)",4,Chicago
2907,2944,2020-04-30 12:07:26+00:00,"🌼 Roscoe Village Neighborhood
https://t.co/5MWKarAeHV

#Chicago #RoscoeVillage #design #designinspiration #designthinking #chicagorealestate #chicagorealtor #roscoevillagerealestate #StayHome   #roscoevillagechicago #architecture #roscoevillagerealtor #workingfromhome #rain https://t.co/Bu3a4nNUYM","🌼 Roscoe Village Neighborhood
CarinaSawaya.com

#Chicago #RoscoeVillage #design #designinspiration #designthinking #chicagorealestate #chicagorealtor #roscoevillagerealestate #StayHome   #roscoevillagechicago #architecture #roscoevillagerealtor #workingfromhome #rain https://t.co/Bu3a4nNUYM","('Chicago', 'RoscoeVillage', 'design', 'designinspiration', 'designthinking', 'chicagorealestate', 'chicagorealtor', 'roscoevillagerealestate', 'StayHome', 'roscoevillagechicago', 'architecture', 'roscoevillagerealtor', 'workingfromhome', 'rain')",2,Chicago
2908,2945,2020-04-29 19:46:15+00:00,#working #at #coffee #shop #before #workingfromhome sawadacoffee apple #sunny #goldenhour 📷 @credstyle https://t.co/V2QHfZJZSy @ Sawada Coffee https://t.co/7EwDNQRatv,#working #at #coffee #shop #before #workingfromhome sawadacoffee apple #sunny #goldenhour 📷 @credstyle credstyle.com @ Sawada Coffee instagram.com/p/B_k7cu9F7iA/…,"('working', 'at', 'coffee', 'shop', 'before', 'workingfromhome', 'sunny', 'goldenhour')",0,Chicago
2909,2946,2020-04-29 04:32:18+00:00,"Harsh - Coach Corleone  | OutNow
https://t.co/Yl5EfrVd2u
#Repost #Trending #BlackTwitter
#opencalifornianow #COVID19 #workingfromhome #coronavirus #royalehightrades #royalehightrades #KarinaBautista #Chicago #سلم_نفسك_ياسوناتا #GigiHadid #RepresentAsian #Israel #Africa #Benz #Chi https://t.co/behe0eekny","Harsh - Coach Corleone  | OutNow
youtu.be/rfYpbN520U4
#Repost #Trending #BlackTwitter
#opencalifornianow #COVID19 #workingfromhome #coronavirus #royalehightrades #royalehightrades #KarinaBautista #Chicago #سلم_نفسك_ياسوناتا #GigiHadid #RepresentAsian #Israel #Africa #Benz #Chi https://t.co/behe0eekny","('Repost', 'Trending', 'BlackTwitter', 'opencalifornianow', 'COVID19', 'workingfromhome', 'coronavirus', 'royalehightrades', 'royalehightrades', 'KarinaBautista', 'Chicago', 'سلم_نفسك_ياسوناتا', 'GigiHadid', 'RepresentAsian', 'Israel', 'Africa', 'Benz', 'Chi')",0,Chicago
2910,2947,2020-04-28 23:25:53+00:00,Y’all are really confusing asf.... #AnyoneButTrump2020 #coronavirus #aliensarereal #workingfromhome https://t.co/inEzVA44Xq,Y’all are really confusing asf.... #AnyoneButTrump2020 #coronavirus #aliensarereal #workingfromhome https://t.co/inEzVA44Xq,"('AnyoneButTrump2020', 'coronavirus', 'aliensarereal', 'workingfromhome')",59,Chicago
2911,2948,2020-04-28 20:49:30+00:00,Anyone else miss summertime in Chicago? #aliensarereal #coronavirus #chicago #summer #Spring #COVID19 #workingfromhome #lagoslockdown #artvsartist2020 #photography #SuperheroDay #lockdown #cdnpoli PC: @ChooseChicago https://t.co/VRDt4nmMRk,Anyone else miss summertime in Chicago? #aliensarereal #coronavirus #chicago #summer #Spring #COVID19 #workingfromhome #lagoslockdown #artvsartist2020 #photography #SuperheroDay #lockdown #cdnpoli PC: @ChooseChicago https://t.co/VRDt4nmMRk,"('aliensarereal', 'coronavirus', 'chicago', 'summer', 'Spring', 'COVID19', 'workingfromhome', 'lagoslockdown', 'artvsartist2020', 'photography', 'SuperheroDay', 'lockdown', 'cdnpoli')",3,Chicago
2912,2949,2020-04-28 20:25:41+00:00,"and way off here but just 🤔 out loud. 
Let me add I’m NOT advocating for or against anything here rather just what I think we will see. I have many friends not working right now. This entire situation is terrible. Stay safe ✌🏼#COVID19 #covid #coronavirus #workingfromhome #C19","and way off here but just 🤔 out loud. 
Let me add I’m NOT advocating for or against anything here rather just what I think we will see. I have many friends not working right now. This entire situation is terrible. Stay safe ✌🏼#COVID19 #covid #coronavirus #workingfromhome #C19","('COVID19', 'covid', 'coronavirus', 'workingfromhome', 'C19')",0,Chicago
2913,2950,2020-04-28 19:58:28+00:00,Went for a walk during lunch today! Really cool to see so many people out and being socially distant but more conversational. It was the most I’d talked to my neighbors on a walk since I’d moved here over 2 years ago. #SilverLining #workingfromhome #staysafe,Went for a walk during lunch today! Really cool to see so many people out and being socially distant but more conversational. It was the most I’d talked to my neighbors on a walk since I’d moved here over 2 years ago. #SilverLining #workingfromhome #staysafe,"('SilverLining', 'workingfromhome', 'staysafe')",1,Chicago
2914,2951,2020-04-28 19:05:00+00:00,@birrieriaelpatron818 Has Some Of The Best Tacos In LA 🤤 #tuesdayvibes #workingfromhome #COVID19 #LAFoodie https://t.co/S1VsXSzMoI,@birrieriaelpatron818 Has Some Of The Best Tacos In LA 🤤 #tuesdayvibes #workingfromhome #COVID19 #LAFoodie https://t.co/S1VsXSzMoI,"('tuesdayvibes', 'workingfromhome', 'COVID19', 'LAFoodie')",1,Chicago
2915,2952,2020-04-28 18:58:30+00:00,"Writing to present to the reader thoughts and ideas in an entertaining, thoughtful, but influential kind of way .... what a riot! #workingfromhome #Writer #WritingCommunity","Writing to present to the reader thoughts and ideas in an entertaining, thoughtful, but influential kind of way .... what a riot! #workingfromhome #Writer #WritingCommunity","('workingfromhome', 'Writer', 'WritingCommunity')",1,Chicago
2916,2953,2020-04-28 17:31:27+00:00,Voting is still open! #MachoVsKylie #tuesdayvibes #workingfromhome https://t.co/uTii8tIKvw,Voting is still open! #MachoVsKylie #tuesdayvibes #workingfromhome twitter.com/2heelsandaface…,"('MachoVsKylie', 'tuesdayvibes', 'workingfromhome')",0,Chicago
2917,2954,2020-04-27 16:16:27+00:00,Yet another Monday #workingfromhome,Yet another Monday #workingfromhome,"('workingfromhome',)",0,Chicago
2918,2955,2020-04-26 02:12:56+00:00,Week 5 day 35 of #workingfromhome and #stayhome I made my work space look like a draft day desk #nfldraft @ At Home https://t.co/9JY83x9sZz,Week 5 day 35 of #workingfromhome and #stayhome I made my work space look like a draft day desk #nfldraft @ At Home instagram.com/p/B_bUhPdD7CC/…,"('workingfromhome', 'stayhome', 'nfldraft')",1,Chicago
2919,2956,2020-04-23 14:16:45+00:00,Fired 🔥 UP this morning! Come at me! 😈 I dare you.... cuz I would LOVE it!! #thursdaymorning #workingfromhome,Fired 🔥 UP this morning! Come at me! 😈 I dare you.... cuz I would LOVE it!! #thursdaymorning #workingfromhome,"('thursdaymorning', 'workingfromhome')",1,Chicago
